날짜,시간,오늘 발전량(kW),오늘 누적(kWh),오늘 일사량(W/㎡),오늘 기온(℃),오늘 풍속(㎧),내일 일사량(W/㎡),내일 기온(℃),내일 풍속(㎧)
20241013,19시,0,5548.39,0,19,2.1,0,18.5,2.6
20241013,20시,0,5548.39,0,18.2,2.3,0,17.5,2.6
20241013,21시,0,5548.39,0,16.6,2.3,0,15.9,2.2
20241013,22시,0,5548.39,0,15.9,2.4,0,14.9,1.8
20241013,23시,0,5548.39,0,16,2.4,0,14.7,1.8
20241014,0시,0,0,0,15.6,2.2,0,14.6,2.1
20241014,1시,0,0,0,15.6,2.4,0,14.7,2
20241014,2시,0,0,0,15.3,2.4,0,14.5,2.5
20241014,3시,0,0,0,13.8,1.6,0,13.3,1.8
20241014,4시,0,0,0,13.4,1.4,0,13.2,2.4
20241014,5시,0,0,0,13.6,2.3,0,13.3,2.7
20241014,6시,0,0,0,13.7,2,0,13.4,2.5
20241014,7시,4,4,4,13.6,2.1,3.5,13.7,2.4
20241014,8시,139.44,143.44,113.4,15.8,2.2,105.8,15.9,1.9
20241014,9시,352.41,495.85,311.2,17.6,1.5,278.6,17.9,2.1
20241014,10시,541.35,1037.2,501.3,19.3,2.8,434.7,20.1,1.4
20241014,11시,681.17,1718.37,652.5,20.8,2.8,587.4,21.1,1.4
20241014,12시,758.49,2476.86,744.8,22.1,2.1,625.5,21.7,0.4
20241014,13시,778.59,3255.45,773.1,22.8,1.6,560.6,22.2,2.2
20241014,14시,751.14,4006.59,732.5,22.1,2.9,540.5,22.5,0.2
20241014,15시,651.54,4658.13,626.2,24,3.9,434,24,2.6
20241014,16시,500.06,5158.19,464.6,23.5,4.3,248.3,22.9,2.7
20241014,17시,307.78,5465.97,270.1,21.8,4,179.1,22.6,1.9
20241014,18시,97.2,5563.17,72.9,19.9,2.5,50.2,20.6,1.6
20241014,19시,0,5563.17,0,18.5,2.6,0,20.1,1.3
20241014,20시,0,5563.17,0,17.5,2.6,0,19.7,1.5
20241014,21시,0,5563.17,0,15.9,2.2,0,19,1.9
20241014,22시,0,5563.17,0,14.9,1.8,0,18.6,2.2
20241014,23시,0,5563.17,0,14.7,1.8,0,18.6,2.6
20241015,0시,0,0,0,15.6,2.2,0,14.6,2.1
20241015,1시,0,0,0,15.6,2.4,0,14.7,2
20241015,2시,0,0,0,15.3,2.4,0,14.5,2.5
20241015,3시,0,0,0,13.8,1.6,0,13.3,1.8
20241015,4시,0,0,0,13.4,1.4,0,13.2,2.4
20241015,5시,0,0,0,13.6,2.3,0,13.3,2.7
20241015,6시,0,0,0,13.7,2,0,13.4,2.5
20241015,7시,4,4,4,13.6,2.1,3.5,13.7,2.4
20241015,8시,139.44,143.44,113.4,15.8,2.2,105.8,15.9,1.9
20241015,9시,352.41,495.85,311.2,17.6,1.5,278.6,17.9,2.1
20241015,10시,541.35,1037.2,501.3,19.3,2.8,434.7,20.1,1.4
20241015,11시,614.97,1538.6,587.4,21.1,1.4,98.5,20.2,4.2
20241015,12시,643.78,2182.38,625.5,21.7,0.4,68.6,20.3,3.2
20241015,13시,585.77,2768.15,560.6,22.2,2.2,58.2,19.4,1.4
20241015,14시,561.27,3329.42,540.5,22.5,0.2,67.9,19.3,2.6
20241015,15시,461.32,3790.74,434,24,2.6,49.8,19.7,2.1
20241015,16시,274.73,4065.47,248.3,22.9,2.7,29.9,19.1,2.8
20241015,17시,206.08,4271.55,179.1,22.6,1.9,16.2,17.8,3.7
20241015,18시,66.93,4338.48,50.2,20.6,1.6,3,17.2,3.7
20241015,19시,0,4338.48,0,20.1,1.3,0,17.1,2.7
20241015,20시,0,4338.48,0,19.7,1.5,0,17.2,3.5
20241015,21시,0,4338.48,0,19,1.9,0,17.9,2.5
20241015,22시,0,4338.48,0,18.6,2.2,0,18,1.8
20241015,23시,0,4338.48,0,18.6,2.6,0,18.3,0.7
20241016,0시,0,0,0,18.5,2.4,0,18.4,1.9
20241016,1시,0,0,0,18.5,2.1,0,18.4,1.4
20241016,2시,0,0,0,18.6,2,0,18.6,1.9
20241016,3시,0,0,0,18.6,3.1,0,18.8,0.7
20241016,4시,0,0,0,18.5,1.9,0,19.2,0.6
20241016,5시,0,0,0,17.9,3.3,0,19.6,1.1
20241016,6시,0,0,0,18.9,3.5,0,19.4,1
20241016,7시,0.7,0.7,0.7,18.6,3.1,1.8,19,0.1
20241016,8시,34.43,35.13,27.5,19.2,3.5,48.2,20.7,0.8
20241016,9시,123.26,158.39,106.8,19.7,4.6,55.1,20.5,0.8
20241016,10시,170.37,328.76,151,20.4,3.2,44.7,20.7,0.1
20241016,11시,110.08,438.84,98.5,20.2,4.2,85.6,21.1,0.5
20241016,12시,76.35,515.19,68.6,20.3,3.2,204.8,21.5,1.4
20241016,13시,64.72,579.91,58.2,19.4,1.4,-,-,-
20241016,14시,75.65,655.56,67.9,19.3,2.6,141.5,21.6,2.3
20241016,15시,55.81,711.37,49.8,19.7,2.1,149.2,22.1,1.8
20241016,16시,33.94,745.31,29.9,19.1,2.8,181.3,22.1,2
20241016,17시,19,764.31,16.2,17.8,3.7,82.1,21.5,1.5
20241016,18시,4,768.31,3,17.2,3.7,16.8,21,1.3
20241016,19시,0,768.31,0,17.1,2.7,0,20.6,1
20241016,20시,0,768.31,0,20.4,1.4,0,19.6,1.4
20241016,21시,0,1145.41,0,19.7,1.2,0,18.1,1.6
20241016,22시,0,1145.41,0,19.9,1.9,0,17.5,0.8
20241016,23시,0,1145.41,0,19.5,1.9,0,17,1.1
20241017,0시,0,0,0,18.4,1.9,0,19.5,2.5
20241017,1시,0,0,0,18.4,1.4,0,18.9,1.5
20241017,2시,0,0,0,18.6,1.9,0,18.7,1.9
20241017,3시,0,0,0,18.8,0.7,0,18.5,1.6
20241017,4시,0,0,0,19.2,0.6,0,18.6,1.4
20241017,5시,0,0,0,19.6,1.1,0,18.9,2.4
20241017,6시,0,0,0,19.4,1,0,18.5,2.8
20241017,7시,1.8,1.8,1.8,19,0.1,2.3,17.6,2.7
20241017,8시,60.91,62.71,48.2,20.7,0.8,85.8,18.3,3.6
20241017,9시,63.84,126.55,55.1,20.5,0.8,249.3,19.7,4
20241017,10시,50.57,177.12,44.7,20.7,0.1,440.3,20.9,3.4
20241017,11시,95.86,272.98,85.6,21.1,0.5,600,22.3,3
20241017,12시,225.5,498.48,204.8,21.5,1.4,698.8,23.6,2.7
20241017,13시,-,-,-,-,-,697.5,24.3,2.2
20241017,14시,157.37,655.85,141.5,21.6,2.3,663,25,2.3
20241017,15시,166.32,822.17,149.2,22.1,1.8,557.1,24.2,4.3
20241017,16시,204.03,1026.2,181.3,22.1,2,389.4,24.1,3.7
20241017,17시,96.81,1123.01,82.1,21.5,1.5,189.5,22.7,2.6
20241017,18시,22.4,1145.41,16.8,21,1.3,39.7,21.2,2.1
20241017,19시,0,1145.41,0,20.6,1,0,20.3,2
20241017,20시,0,1145.41,0,20.4,1.4,0,19.6,1.4
20241017,21시,0,1145.41,0,19.7,1.2,0,18.1,1.6
20241017,22시,0,1145.41,0,17.5,0.8,0,19.1,1.1
20241017,23시,0,4914.42,0,17,1.1,0,19.1,1.6
20241018,0시,0,0,0,19.5,2.5,0,16.9,0.9
20241018,1시,0,0,0,18.9,1.5,0,17.1,0.8
20241018,2시,0,0,0,18.7,1.9,0,16.5,0.8
20241018,3시,0,0,0,18.5,1.6,0,16.6,2.1
20241018,4시,0,0,0,18.6,1.4,0,16.6,1.8
20241018,5시,0,0,0,18.9,2.4,0,16.9,2.4
20241018,6시,0,0,0,18.5,2.8,0,16.9,2.5
20241018,7시,2.3,2.3,2.3,17.6,2.7,1.7,16.7,2.4
20241018,8시,109.48,111.78,85.8,18.3,3.6,73.5,17.5,2.4
20241018,9시,287.9,399.68,249.3,19.7,4,228.9,19.3,2.1
20241018,10시,481.62,881.3,440.3,20.9,3.4,398.3,20.8,2.9
20241018,11시,632.25,1513.55,600,22.3,3,469.2,21.7,2.8
20241018,12시,718.63,2232.18,698.8,23.6,2.7,441.5,22.3,2.5
20241018,13시,712.12,2944.3,697.5,24.3,2.2,515.4,22.4,1.9
20241018,14시,679.93,3624.23,663,25,2.3,246.6,21.8,1.7
20241018,15시,590.15,4214.38,557.1,24.2,4.3,85.8,22.6,1.4
20241018,16시,425.89,4640.27,389.4,24.1,3.7,43.9,22.8,1.9
20241018,17시,221.22,4861.49,189.5,22.7,2.6,50,22.3,0.7
20241018,18시,52.93,4914.42,39.7,21.2,2.1,26.1,21,1.3
20241018,19시,0,4914.42,0,20.3,2,0,20.9,1.9
20241018,20시,0,4914.42,0,19.6,1.4,0,20.4,2.3
20241018,21시,0,4914.42,0,18.1,1.6,0,19.5,2.4
20241018,22시,0,4914.42,0,17.5,0.8,0,19.1,1.1
20241018,23시,0,4914.42,0,17,1.1,0,19.1,1.6
20241019,0시,0,0,0,16.9,0.9,0,19.1,1.3
20241019,1시,0,0,0,17.1,0.8,0,18.8,0.8
20241019,2시,0,0,0,16.5,0.8,0,19.4,2.5
20241019,3시,0,0,0,16.6,2.1,0,19.2,1.9
20241019,4시,0,0,0,16.6,1.8,0,19.2,3.9
20241019,5시,0,0,0,16.9,2.4,0,19.2,4.4
20241019,6시,0,0,0,16.9,2.5,0,19.4,4.2
20241019,7시,1.7,1.7,1.7,16.7,2.4,0.4,19.9,4.3
20241019,8시,94.72,96.42,73.5,17.5,2.4,25.4,20.7,5.1
20241019,9시,265.51,361.93,228.9,19.3,2.1,135.1,21.7,4.2
20241019,10시,438.58,800.51,398.3,20.8,2.9,157.7,22.7,4.5
20241019,11시,504.53,1305.04,469.2,21.7,2.8,234.6,23.4,4.2
20241019,12시,472.52,1777.56,441.5,22.3,2.5,328.1,24.2,6.1
20241019,13시,544.14,2321.7,515.4,22.4,1.9,240.9,23.1,6.4
20241019,14시,271.15,2592.85,246.6,21.8,1.7,213.9,23.4,6.7
20241019,15시,96.65,2689.5,85.8,22.6,1.4,257.8,25.2,4.5
20241019,16시,50.29,2739.79,43.9,22.8,1.9,141.1,25.3,2.8
20241019,17시,59.6,2799.39,50,22.3,0.7,98.9,25.3,3.5
20241019,18시,34.8,2834.19,26.1,21,1.3,17.5,23.9,3.7
20241019,19시,0,2834.19,0,20.9,1.9,0,23,3
20241019,20시,0,2834.19,0,20.4,2.3,0,23,3.5
20241019,21시,0,2834.19,0,19.5,2.4,0,23.1,2.4
20241019,22시,0,2834.19,0,19.1,1.1,0,23.3,2.5
20241019,23시,0,2834.19,0,19.1,1.6,0,23,3
20241020,0시,0,0,0,19.1,1.3,0,22.7,3.5
20241020,1시,0,0,0,18.8,0.8,0,22.4,2.8
20241020,2시,0,0,0,19.4,2.5,0,22.2,3.1
20241020,3시,0,0,0,19.2,1.9,0,22.4,3.1
20241020,4시,0,0,0,19.2,3.9,0,22.2,2
20241020,5시,0,0,0,19.2,4.4,0,22.1,2.3
20241020,6시,0,0,0,19.4,4.2,0,22,2.6
20241020,7시,0.4,0.4,0.4,19.9,4.3,1.4,21.2,3.9
20241020,8시,33.07,33.47,25.4,20.7,5.1,47.7,20.3,6.4
20241020,9시,158.09,191.56,135.1,21.7,4.2,114.2,20.2,5.4
20241020,10시,178.35,369.91,157.7,22.7,4.5,119.3,19.8,5.5
20241020,11시,259.09,629,234.6,23.4,4.2,133.2,19.6,6.6
20241020,12시,357.02,986.02,328.1,24.2,6.1,169.8,19.5,6.9
20241020,13시,265.6,1251.62,240.9,23.1,6.4,211.2,18.9,7.1
20241020,14시,236.76,1488.38,213.9,23.4,6.7,229.3,19.1,6.3
20241020,15시,282.98,1771.36,257.8,25.2,4.5,234.5,18.6,6.5
20241020,16시,159.09,1930.45,141.1,25.3,2.8,169.2,18.3,5
20241020,17시,116.91,2047.36,98.9,25.3,3.5,68.9,18.2,5
20241020,18시,23.33,2070.69,17.5,23.9,3.7,15.8,18.2,3
20241020,19시,0,2070.69,0,23,3,0,18.2,2
20241020,20시,0,2070.69,0,23,3.5,0,18.2,2.1
20241020,21시,0,2070.69,0,23.1,2.4,0,17.6,1.3
20241020,22시,0,2070.69,0,23.3,2.5,0,17.8,1.1
20241020,23시,0,2070.69,0,23,3,0,16.7,1.7
20241021,0시,0,0,0,22.7,3.5,0,16.3,2.5
20241021,1시,0,0,0,22.4,2.8,0,15.8,3.3
20241021,2시,0,0,0,22.2,3.1,0,15.7,1.5
20241021,3시,0,0,0,22.4,3.1,0,15.9,1.8
20241021,4시,0,0,0,22.2,2,0,15.2,2.3
20241021,5시,0,0,0,22.1,2.3,0,14.4,2.2
20241021,6시,0,0,0,22,2.6,0,14.8,1.6
20241021,7시,1.4,1.4,1.4,21.2,3.9,0.2,15,1.5
20241021,8시,62.76,64.16,47.7,20.3,6.4,16.6,14.9,2
20241021,9시,134.46,198.62,114.2,20.2,5.4,63.3,15.2,2
20241021,10시,136.39,335.01,119.3,19.8,5.5,291.2,16.6,5.1
20241021,11시,150.44,485.45,133.2,19.6,6.6,543.4,18.1,5.7
20241021,12시,190.77,676.22,169.8,19.5,6.9,528.5,18.3,3.8
20241021,13시,237.03,913.25,211.2,18.9,7.1,706.2,19.4,4.4
20241021,14시,258.02,1171.27,229.3,19.1,6.3,634,19.7,3.8
20241021,15시,265.84,1437.11,234.5,18.6,6.5,374.1,19.6,2.1
20241021,16시,195.07,1632.18,169.2,18.3,5,209.3,19.4,1.8
20241021,17시,83.06,1715.24,68.9,18.2,5,128.5,17.4,4
20241021,18시,21.07,1736.31,15.8,18.2,3,25.6,16.3,4.4
20241021,19시,0,1736.31,0,18.2,2,0,15.1,3.6
20241021,20시,0,1736.31,0,18.2,2.1,0,14.3,4.3
20241021,21시,0,1736.31,0,17.6,1.3,0,13.3,1.8
20241021,22시,0,1736.31,0,17.8,1.1,0,12.6,1.7
20241021,23시,0,1736.31,0,16.7,1.7,0,12.6,2.9
20241022,0시,0,0,0,16.3,2.5,0,12.6,3.1
20241022,1시,0,0,0,15.8,3.3,0,12.5,1.8
20241022,2시,0,0,0,15.7,1.5,0,12,0.4
20241022,3시,0,0,0,15.9,1.8,0,11.9,1.6
20241022,4시,0,0,0,15.2,2.3,0,11.2,0.9
20241022,5시,0,0,0,14.4,2.2,0,11.4,1.8
20241022,6시,0,0,0,14.8,1.6,0,11.7,3.1
20241022,7시,0.2,0.2,0.2,15,1.5,1.1,12.1,3
20241022,8시,22.08,22.28,16.6,14.9,2,73.6,13.5,4.1
20241022,9시,74.84,97.12,63.3,15.2,2,174.9,15.2,4.1
20241022,10시,333.83,430.95,291.2,16.6,5.1,260,17.2,3.2
20241022,11시,598.08,1029.03,543.4,18.1,5.7,321.9,18.3,3.4
20241022,12시,575.08,1604.11,528.5,18.3,3.8,282,18.6,3.5
20241022,13시,749.95,2354.06,706.2,19.4,4.4,201,18.4,1.2
20241022,14시,678.15,3032.21,634,19.7,3.8,149.1,19.2,0.7
20241022,15시,414.19,3446.4,374.1,19.6,2.1,217.6,20.8,1.1
20241022,16시,240.9,3687.3,209.3,19.4,1.8,164.7,21.1,0.5
20241022,17시,155.8,3843.1,128.5,17.4,4,43.8,19.4,1.8
20241022,18시,34.13,3877.23,25.6,16.3,4.4,8.9,18.9,0.8
20241022,19시,0,3877.23,0,15.1,3.6,0,18.9,2
20241022,20시,0,3877.23,0,14.3,4.3,0,18.8,2
20241022,21시,0,3877.23,0,13.3,1.8,0,18.1,1
20241022,22시,0,3877.23,0,12.6,1.7,0,17.5,0.6
20241022,23시,0,3877.23,0,12.6,2.9,0,17.1,2.3
20241023,0시,0,0,0,12.6,3.1,0,17,2.5
20241023,1시,0,0,0,12.5,1.8,0,17,2.7
20241023,2시,0,0,0,12,0.4,0,16.9,3.1
20241023,3시,0,0,0,11.9,1.6,0,16.9,2
20241023,4시,0,0,0,11.2,0.9,0,16.7,4.4
20241023,5시,0,0,0,11.4,1.8,0,16.7,2.4
20241023,6시,0,0,0,11.7,3.1,0,16.6,3.7
20241023,7시,1.1,1.1,1.1,12.1,3,0.1,16.7,2.8
20241023,8시,98.13,99.23,73.6,13.5,4.1,4.8,16.7,2.9
20241023,9시,207.65,306.88,174.9,15.2,4.1,26.7,17.4,2.3
20241023,10시,298.87,605.75,260,17.2,3.2,56.4,18.6,1.7
20241023,11시,361.2,966.95,321.9,18.3,3.4,92.4,18.9,1.4
20241023,12시,315.96,1282.91,282,18.6,3.5,121.8,19.2,1.4
20241023,13시,226.44,1509.35,201,18.4,1.2,126.1,19.6,1
20241023,14시,168.45,1677.8,149.1,19.2,0.7,100.7,20,0.3
20241023,15시,244.77,1922.57,217.6,20.8,1.1,186.1,20.5,1.3
20241023,16시,189.65,2112.22,164.7,21.1,0.5,87.2,19.6,2.3
20241023,17시,53.42,2165.64,43.8,19.4,1.8,15.3,19.5,3.2
20241023,18시,11.87,2177.51,8.9,18.9,0.8,4.4,19.6,1.5
20241023,19시,0,2177.51,0,18.9,2,0,19.6,2.2
20241023,20시,0,2177.51,0,18.8,2,0,19.3,1.5
20241023,21시,0,2177.51,0,18.1,1,0,18.9,1.8
20241023,22시,0,2177.51,0,17.5,0.6,0,18.6,4.3
20241023,23시,0,2177.51,0,17.1,2.3,0,18.6,6.6
20241024,0시,0,0,0,17,2.5,0,18.1,7.3
20241024,1시,0,0,0,17,2.7,0,17.8,6.8
20241024,2시,0,0,0,16.9,3.1,0,17.8,7
20241024,3시,0,0,0,16.9,2,0,16.8,8.5
20241024,4시,0,0,0,16.7,4.4,0,15.9,7
20241024,5시,0,0,0,16.7,2.4,0,16.1,7.7
20241024,6시,0,0,0,16.6,3.7,0,15.6,8
20241024,7시,0.1,0.1,0.1,16.7,2.8,0.6,15.3,7.2
20241024,8시,6.4,6.5,4.8,16.7,2.9,53.9,15.8,6.4
20241024,9시,31.83,38.33,26.7,17.4,2.3,213.6,16.3,5.6
20241024,10시,65.01,103.34,56.4,18.6,1.7,304.5,16.6,6
20241024,11시,105.04,208.38,92.4,18.9,1.4,459.1,16.4,6.5
20241024,12시,137.64,346.02,121.8,19.2,1.4,461.2,17.3,6
20241024,13시,142.33,488.35,126.1,19.6,1,586.7,17.2,6.5
20241024,14시,114,602.35,100.7,20,0.3,605,17.1,6.9
20241024,15시,211.04,813.39,186.1,20.5,1.3,540.4,17.4,4.6
20241024,16시,101.52,914.91,87.2,19.6,2.3,407.5,16.9,4.3
20241024,17시,18.77,933.68,15.3,19.5,3.2,220.8,16.1,4.6
20241024,18시,5.87,939.55,4.4,19.6,1.5,41.6,15.2,4.1
20241024,19시,0,939.55,0,19.6,2.2,0,14.3,2.8
20241024,20시,0,939.55,0,19.3,1.5,0,13.5,2.9
20241024,21시,0,939.55,0,18.9,1.8,0,12.5,2.3
20241024,22시,0,939.55,0,18.6,4.3,0,12.1,2.3
20241024,23시,0,939.55,0,18.6,6.6,0,11.7,2
20241025,0시,0,0,0,18.1,7.3,0,11.4,2.4
20241025,1시,0,0,0,17.8,6.8,0,11.2,2.6
20241025,2시,0,0,0,17.8,7,0,10.8,3.1
20241025,3시,0,0,0,16.8,8.5,0,9.7,3.1
20241025,4시,0,0,0,15.9,7,0,9.2,2.8
20241025,5시,0,0,0,16.1,7.7,0,9.6,3.6
20241025,6시,0,0,0,15.6,8,0,9.7,3.8
20241025,7시,0.6,0.6,0.6,15.3,7.2,0.9,9.4,4.2
20241025,8시,71.87,72.47,53.9,15.8,6.4,91,10.3,4
20241025,9시,255.77,328.24,213.6,16.3,5.6,287.6,12.3,3.8
20241025,10시,351.95,680.19,304.5,16.6,6,479,14,4.2
20241025,11시,517.74,1197.93,459.1,16.4,6.5,630.5,15.3,4.8
20241025,12시,514.27,1712.2,461.2,17.3,6,722,16.7,4.9
20241025,13시,646.44,2358.64,586.7,17.2,6.5,747.7,17.6,5.3
20241025,14시,668.73,3027.37,605,17.1,6.9,704.9,17.9,5.5
20241025,15시,600.43,3627.8,540.4,17.4,4.6,595.3,19.1,4.3
20241025,16시,469.38,4097.18,407.5,16.9,4.3,428.5,18.4,4
20241025,17시,272.57,4369.75,220.8,16.1,4.6,225.3,16.9,3.5
20241025,18시,55.47,4425.22,41.6,15.2,4.1,40.5,14.8,2.9
20241025,19시,0,4425.22,0,14.3,2.8,0,13.8,2.6
20241025,20시,0,4425.22,0,13.5,2.9,0,12.7,2.2
20241025,21시,0,4425.22,0,12.5,2.3,0,12,2.5
20241025,22시,0,4425.22,0,12.1,2.3,0,10.6,2.1
20241025,23시,0,4425.22,0,11.7,2,0,10.8,2.7
20241026,0시,0,0,0,18.1,2.4,0,10.8,2.6
20241026,1시,0,0,0,11.2,2.6,0,10.2,1.6
20241026,2시,0,0,0,10.8,3.1,0,9.4,2
20241026,3시,0,0,0,9.7,3.1,-,-,-
20241026,4시,0,0,0,9.2,2.8,-,-,-
20241026,5시,0,0,0,9.6,3.6,0,10.6,2.9
20241026,6시,0,0,0,9.7,3.8,-,-,-
20241026,7시,0.9,0.9,0.9,9.4,4.2,-,-,-
20241026,8시,121.33,122.23,91,10.3,4,-,-,-
20241026,9시,345.88,468.11,287.6,12.3,3.8,271.2,14.1,2.3
20241026,10시,549.67,1017.78,479,14,4.2,438.9,16.3,2.5
20241026,11시,698.7,1716.48,630.5,15.3,4.8,585.4,18.2,3
20241026,12시,782.8,2499.28,722,16.7,4.9,603.9,19.6,1.3
20241026,13시,805.58,3304.86,747.7,17.6,5.3,550,20.4,0.6
20241026,14시,765.32,4070.18,704.9,17.9,5.5,524.6,21.1,0.9
20241026,15시,653.06,4723.24,595.3,19.1,4.3,363.2,21.3,1.6
20241026,16시,490.38,5213.62,428.5,18.4,4,269.3,19,2.2
20241026,17시,279.86,5493.48,225.3,16.9,3.5,83.8,18.6,0.8
20241026,18시,54,5547.48,40.5,14.8,2.9,15.9,17.6,2.1
20241026,19시,0,5547.48,0,13.8,2.6,0,17.2,2
20241026,20시,0,5547.48,0,12.7,2.2,0,16.9,1
20241026,21시,0,5547.48,0,12,2.5,0,15.7,1.5
20241026,22시,0,5547.48,0,10.6,2.1,0,15.1,1.5
20241026,23시,0,5547.48,0,10.8,2.7,0,14.9,1.8
20241027,0시,0,0,0,11.4,2.4,0,10.8,2.6
20241027,1시,0,0,0,11.2,2.6,0,10.2,1.6
20241027,2시,0,0,0,10.8,3.1,0,9.4,2
20241027,3시,0,0,0,9.7,3.1,-,-,-
20241027,4시,0,0,0,9.2,2.8,-,-,-
20241027,5시,0,0,0,9.6,3.6,0,10.6,2.9
20241027,6시,0,0,0,9.7,3.8,-,-,-
20241027,7시,0.9,0.9,0.9,9.4,4.2,-,-,-
20241027,8시,121.33,122.23,91,10.3,4,80,14.2,2.8
20241027,9시,327.59,327.59,271.2,14.1,2.3,237.4,15.9,2
20241027,10시,499.67,827.26,438.9,16.3,2.5,344.5,18.2,0.6
20241027,11시,640.56,1467.82,585.4,18.2,3,524.7,19.7,1.3
20241027,12시,645.74,2113.56,603.9,19.6,1.3,663.7,21.1,1.2
20241027,13시,587.73,2701.29,550,20.4,0.6,718.4,22.1,1.2
20241027,14시,563.72,3265.01,524.6,21.1,0.9,672.2,22.6,0.9
20241027,15시,403.77,3668.78,363.2,21.3,1.6,558.1,25.1,2.1
20241027,16시,313.26,3982.04,269.3,19,2.2,397.7,21.8,2.8
20241027,17시,104.75,4086.79,83.8,18.6,0.8,204.7,19.9,2.4
20241027,18시,21.2,4107.99,15.9,17.6,2.1,30.4,18.3,0.8
20241027,19시,0,4107.99,0,17.2,2,0,17.4,0.1
20241027,20시,0,4107.99,0,16.9,1,0,17.3,1.4
20241027,21시,0,4107.99,0,15.7,1.5,0,16.4,1
20241027,22시,0,4107.99,0,15.1,1.5,0,15.6,1.2
20241027,23시,0,4107.99,0,14.9,1.8,0,15.5,1.1
20241028,0시,0,0,0,14.7,2.2,0,15.4,1.6
20241028,1시,0,0,0,14.5,1.2,0,15.6,1.2
20241028,2시,0,0,0,14.2,1.2,0,15.3,2.1
20241028,3시,0,0,0,14,1.7,0,14.7,0.9
20241028,4시,0,0,0,13,1.4,0,14,1.8
20241028,5시,0,0,0,12.7,2.6,0,14,2.9
20241028,6시,0,0,0,12.8,2.3,0,14.1,2.7
20241028,7시,0.5,0.5,0.5,12.7,2.4,0.3,14.5,2.4
20241028,8시,106.67,107.17,80,14.2,2.8,41.7,15.8,2.5
20241028,9시,288.04,395.21,237.4,15.9,2,49.2,16.4,0.1
20241028,10시,392.86,788.07,344.5,18.2,0.6,96.5,16.7,0.1
20241028,11시,571.89,1359.96,524.7,19.7,1.3,83.1,16.8,1.3
20241028,12시,699.71,2059.67,663.7,21.1,1.2,105,17.5,1.2
20241028,13시,746.8,2806.47,718.4,22.1,1.2,188,18.1,0.1
20241028,14시,703.33,3509.8,672.2,22.6,0.9,85.9,17.8,1.3
20241028,15시,595.91,4105.71,558.1,25.1,2.1,78.9,18.3,1.2
20241028,16시,451.45,4557.16,397.7,21.8,2.8,80.7,18.6,1.4
20241028,17시,255.57,4812.73,204.7,19.9,2.4,48.2,18.2,2.5
20241028,18시,40.53,4853.26,30.4,18.3,0.8,9.6,17.6,0.9
20241028,19시,0,4853.26,0,17.4,0.1,0,17.3,1.5
20241028,20시,0,4853.26,0,17.3,1.4,0,16.9,1.1
20241028,21시,0,4853.26,0,16.4,1,0,16.4,1.2
20241028,22시,0,4853.26,0,15.6,1.2,0,16.2,1.7
20241028,23시,0,4853.26,0,15.5,1.1,0,16,1.9
20241029,0시,0,0,0,14.7,2.2,0,15.4,1.6
20241029,1시,0,0,0,14.5,1.2,0,15.6,1.2
20241029,2시,0,0,0,15.3,2.1,0,15.2,1.4
20241029,3시,0,0,0,14.7,0.9,0,14.4,1.1
20241029,4시,0,0,0,14,1.8,0,14.1,1
20241029,5시,0,0,0,14,2.9,0,13.7,0
20241029,6시,0,0,0,14.1,2.7,0,13,0.6
20241029,7시,0.3,0.3,0.3,14.5,2.4,0.3,13.6,2.3
20241029,8시,55.6,55.9,41.7,15.8,2.5,53.9,14.8,2.2
20241029,9시,59.96,115.86,49.2,16.4,0.1,153.9,15.7,1.7
20241029,10시,112.79,228.65,96.5,16.7,0.1,233.1,16.6,1.9
20241029,11시,95.5,324.15,83.1,16.8,1.3,454.8,17.4,1.3
20241029,12시,119.81,443.96,105,17.5,1.2,419.1,17.8,2.4
20241029,13시,214.22,658.18,188,18.1,0.1,416.6,18.2,1.8
20241029,14시,98.24,756.42,85.9,17.8,1.3,341.4,18.1,2.6
20241029,15시,91.18,847.6,78.9,18.3,1.2,459.9,18.8,2.6
20241029,16시,95.53,943.13,80.7,18.6,1.4,326.3,18.4,2.4
20241029,17시,61.04,1004.17,48.2,18.2,2.5,177.8,18,2
20241029,18시,12.8,1016.97,9.6,17.6,0.9,28.4,16.6,1.4
20241029,19시,0,1016.97,0,17.3,1.5,0,16,2
20241029,20시,0,1016.97,0,16.9,1.1,0,16,1.9
20241029,21시,0,1016.97,0,16.4,1.2,0,15.1,2.2
20241029,22시,0,1016.97,0,16.2,1.7,0,15.1,1.7
20241029,23시,0,1016.97,0,16,1.9,0,15.4,1.7
20241030,0시,0,0,0,15.4,1.6,0,15.9,1.8
20241030,1시,0,0,0,15.6,1.2,0,15.6,2.1
20241030,2시,0,0,0,15.3,2.1,0,15.2,1.4
20241030,3시,0,0,0,14.7,0.9,0,14.4,1.1
20241030,4시,0,0,0,14,1.8,0,14.1,1
20241030,5시,0,0,0,14,2.9,0,13.7,0
20241030,6시,0,0,0,14.1,2.7,0,13,0.6
20241030,7시,0.3,0.3,0.3,14.5,2.4,0.3,13.6,2.3
20241030,8시,55.6,55.9,41.7,15.8,2.5,53.9,14.8,2.2
20241030,9시,59.96,115.86,49.2,16.4,0.1,153.9,15.7,1.7
20241030,10시,112.79,228.65,96.5,16.7,0.1,233.1,16.6,1.9
