날짜,시간,오늘 발전량(kW),오늘 누적(kWh),오늘 일사량(W/㎡),오늘 기온(℃),오늘 풍속(㎧),내일 일사량(W/㎡),내일 기온(℃),내일 풍속(㎧)
20240521,5시,0,0,0,12.5,0.9,0,12.8,0.8
20240521,6시,7.1,7.1,7.1,13.4,0.7,7.6,13.5,1.1
20240521,7시,17.14,24.24,126.5,16.4,0.8,118.3,15.9,0.1
20240521,8시,226.82,251.06,332,19.2,0.1,318.5,17.8,0.5
20240521,9시,449.38,700.44,547.5,21.2,0.7,494,20.3,0.2
20240521,10시,641.03,1341.47,743,23.3,1.1,638.7,21.7,1.6
20240521,11시,789.26,2130.73,895.7,23.8,1.8,865.4,22.8,1.7
20240521,12시,888.34,3019.07,997.9,23.3,2.3,973.1,22.9,2
20240521,13시,921.44,3940.51,1039.9,24.4,2.3,1011.8,23.4,2.1
20240521,14시,898.72,4839.23,1015.2,24.1,2.2,985.1,22.7,2.6
20240521,15시,805.8,5645.03,926.7,26.8,2.4,893.5,24.9,2.8
20240521,16시,665.93,6310.96,775.8,25.8,2.9,750.9,24.7,2.2
20240521,17시,474.77,6785.73,581.4,23,1.9,565.9,22,4.1
20240521,18시,248.1,7033.83,363.1,21.3,2.6,353.8,20.7,3.3
20240521,19시,24.36,7058.19,149.1,20.3,2.3,145.2,19.4,2.9
20240521,20시,11,7069.19,11,18.5,1.9,10.8,18.6,2.5
20240521,21시,0,7069.19,0,18,0.1,0,18.2,2.1
20240521,22시,0,7069.19,0,17.3,0.3,0,17.2,0.4
20240521,23시,0,7069.19,0,16.7,0.4,0,16.8,0.7
20240522,0시,0,0,0,15.2,0.1,0,16.3,0.9
20240522,1시,0,0,0,14.5,0.2,0,15.3,1.3
20240522,2시,0,0,0,15.7,2.1,0,15.7,1.4
20240522,3시,0,0,0,13.3,1.5,0,14.7,0.9
20240522,4시,0,0,0,12.5,0.7,0,13.6,0.5
20240522,5시,0,0,0,12.8,0.8,0,13.1,0.5
20240522,6시,7.6,7.6,7.6,13.5,1.1,7.4,13.8,0.3
20240522,7시,15.93,23.53,118.3,15.9,0.1,122.9,17,0.2
20240522,8시,217.66,241.19,318.5,17.8,0.5,318.1,18.9,0.5
20240522,9시,407.55,648.74,494,20.3,0.2,525.8,20.4,0.8
20240522,10시,562.02,1210.76,638.7,21.7,1.6,723.2,22.3,1.7
20240522,11시,766.75,1977.51,865.4,22.8,1.7,871.3,23,2.5
20240522,12시,867.36,2844.87,973.1,22.9,2,965.7,22.3,2.5
20240522,13시,900.58,3745.45,1011.8,23.4,2.1,993.4,22.5,4
20240522,14시,881.57,4627.02,985.1,22.7,2.6,964,21.5,4.2
20240522,15시,786.96,5413.98,893.5,24.9,2.8,883,22.6,3.3
20240522,16시,646.12,6060.1,750.9,24.7,2.2,741.1,22.1,2.6
20240522,17시,466.9,6527,565.9,22,4.1,553,21,3
20240522,18시,241.92,6768.92,353.8,20.7,3.3,338.9,20,2.2
20240522,19시,23.85,6792.77,145.2,19.4,2.9,127.8,19,2.3
20240522,20시,0,6792.77,10.8,18.6,2.5,10.7,18.4,1.4
20240522,21시,0,6792.77,0,18.2,2.1,0,18.3,1.7
20240522,22시,0,6792.77,0,17.2,0.4,0,17.5,1.6
20240522,23시,0,6792.77,0,16.8,0.7,0,17.3,1
20240523,0시,0,0,0,15.2,0.1,0,16.3,0.9
20240523,1시,0,0,0,14.5,0.2,0,15.3,1.3
20240523,2시,0,0,0,15.7,2.1,0,15.7,1.4
20240523,3시,0,0,0,14.7,0.9,0,15.8,0.6
20240523,4시,0,0,0,13.6,0.5,0,15.3,0.5
20240523,5시,0,0,0,13.1,0.5,0,15.4,0.6
20240523,6시,7.4,7.4,7.4,13.8,0.3,6.8,15.4,0.3
20240523,7시,16.42,23.82,122.9,17,0.2,102,17.2,0.3
20240523,8시,215.95,239.77,318.1,18.9,0.5,270.5,19.5,0.8
20240523,9시,431.62,671.39,525.8,20.4,0.8,441.6,20.6,1.7
20240523,10시,627.33,1298.72,723.2,22.3,1.7,643.8,22.4,0.9
20240523,11시,773.06,2071.78,871.3,23,2.5,822.3,24,0.8
20240523,12시,865.7,2937.48,965.7,22.3,2.5,881,21.5,2.6
20240523,13시,900.86,3838.34,993.4,22.5,4,886.5,21.9,3
20240523,14시,877.28,4715.62,964,21.5,4.2,861.4,21.6,3.9
20240523,15시,788.15,5503.77,883,22.6,3.3,810.7,23,3.4
20240523,16시,645.75,6149.52,741.1,22.1,2.6,644.2,22.7,2.8
20240523,17시,456.05,6605.57,553,21,3,449.8,20.8,2.8
20240523,18시,231.37,6836.94,338.9,20,2.2,282,19.6,2.5
20240523,19시,21.12,6858.06,127.8,19,2.3,123.3,18.7,2.3
20240523,20시,0,6858.06,10.7,18.4,1.4,10.7,18.2,1.9
20240523,21시,0,6858.06,0,18.3,1.7,0,17.8,1.7
20240523,22시,0,6858.06,0,17.5,1.6,0,16.9,0.8
20240523,23시,0,6858.06,0,17.3,1,0,16.9,1.1
20240524,0시,0,0,0,16.9,1.5,0,16.6,1
20240524,1시,0,0,0,16.4,0.8,0,16.1,0.5
20240524,2시,0,0,0,16.2,0.4,0,15.8,0.8
20240524,3시,0,0,0,15.8,0.6,0,15.4,0.6
20240524,4시,0,0,0,15.3,0.5,0,15.6,0.1
20240524,5시,0,0,0,15.4,0.6,0,15.1,0.7
20240524,6시,6.8,6.8,6.8,15.4,0.3,8.2,15.5,1.4
20240524,7시,13.51,20.31,102,17.2,0.3,121.2,17.8,0.4
20240524,8시,183.13,203.44,270.5,19.5,0.8,312.4,18.9,1.6
20240524,9시,365.34,568.78,441.6,20.6,1.7,515.3,20.3,2.1
20240524,10시,559.99,1128.77,643.8,22.4,0.9,710.8,20.2,2.6
20240524,11시,721.93,1850.7,822.3,24,0.8,877.4,20.4,3.5
20240524,12시,799.82,2650.52,881,21.5,2.6,984.1,19.7,3.9
20240524,13시,809.64,3460.16,886.5,21.9,3,1021.8,18.3,4.5
20240524,14시,789.55,4249.71,861.4,21.6,3.9,987.1,18.4,4.1
20240524,15시,727.06,4976.77,810.7,23,3.4,909.7,20.5,4.4
20240524,16시,565.12,5541.89,644.2,22.7,2.8,766.8,21,4
20240524,17시,373.6,5915.49,449.8,20.8,2.8,579.9,19.5,4.2
20240524,18시,192.92,6108.41,282,19.6,2.5,364.6,18.7,4.1
20240524,19시,20.52,6128.93,123.3,18.7,2.3,150.1,17.4,3.5
20240524,20시,0,6128.93,10.7,18.2,1.9,11.2,17.2,3.2
20240524,21시,0,6128.93,0,17.8,1.7,0,17.1,2.4
20240524,22시,0,6128.93,0,16.9,0.8,0,16.7,2.6
20240524,23시,0,6128.93,0,16.9,1.1,0,16.3,3
20240525,0시,0,0,0,16.6,1,0,15.2,1.9
20240525,1시,0,0,0,16.1,0.5,0,14.3,1.4
20240525,2시,0,0,0,15.8,0.8,0,13.7,1.2
20240525,3시,0,0,0,15.4,0.6,0,13.4,1.9
20240525,4시,0,0,0,15.6,0.1,0,13.7,1.7
20240525,5시,0,0,0,15.1,0.7,0,13.9,1.6
20240525,6시,8.2,8.2,8.2,15.5,1.4,8,14.7,2.1
20240525,7시,15.9,24.1,121.2,17.8,0.4,109.8,16.3,3.6
20240525,8시,210.53,234.63,312.4,18.9,1.6,309.5,16.9,4.3
20240525,9시,422.93,657.56,515.3,20.3,2.1,546,18.8,3.3
20240525,10시,623.14,1280.7,710.8,20.2,2.6,737.2,19.4,4.1
20240525,11시,788.93,2069.63,877.4,20.4,3.5,891.1,20.1,3.5
20240525,12시,896.03,2965.66,984.1,19.7,3.9,990.9,20.8,3.2
20240525,13시,941.57,3907.23,1021.8,18.3,4.5,1031.1,20.4,3.8
20240525,14시,905.55,4812.78,987.1,18.4,4.1,1007.8,21,3.4
20240525,15시,819.36,5632.14,909.7,20.5,4.4,922.9,21.8,3.8
20240525,16시,671.01,6303.15,766.8,21,4,779.1,20.7,3.6
20240525,17시,479.26,6782.41,579.9,19.5,4.2,587,19.5,4.1
20240525,18시,248.58,7030.99,364.6,18.7,4.1,371.2,18.6,4.3
20240525,19시,25.17,7056.16,150.1,17.4,3.5,157.2,17.7,1.1
20240525,20시,0,7056.16,11.2,17.2,3.2,13.5,17.2,0.5
20240525,21시,0,7056.16,0,17.1,2.4,0,16.4,0.1
20240525,22시,0,7056.16,0,16.7,2.6,0,16.3,0.1
20240525,23시,0,7056.16,0,16.3,3,0,17,0.9
20240526,0시,0,0,0,15.2,1.9,0,16.4,0.7
20240526,1시,0,0,0,14.3,1.4,0,16.4,2
20240526,2시,0,0,0,13.7,1.2,0,15.9,0.9
20240526,3시,0,0,0,13.4,1.9,0,14.7,0.4
20240526,4시,0,0,0,13.7,1.7,0,14.4,1.4
20240526,5시,0,0,0,13.9,1.6,0,14.3,1.1
20240526,6시,0,0,8,14.7,2.1,8.3,15.2,0.7
20240526,7시,14.24,14.24,109.8,16.3,3.6,124.4,17.8,0.7
20240526,8시,207.64,221.88,309.5,16.9,4.3,320.2,19.3,0.7
20240526,9시,449.96,671.84,546,18.8,3.3,521,20.9,1.9
20240526,10시,649.63,1321.47,737.2,19.4,4.1,711.1,21.7,1.8
20240526,11시,799.82,2121.29,891.1,20.1,3.5,858.9,22.5,2
20240526,12시,891.78,3013.07,990.9,20.8,3.2,953.2,22.9,1.7
20240526,13시,934.13,3947.2,1031.1,20.4,3.8,989.4,22.8,3.9
20240526,14시,905.46,4852.66,1007.8,21,3.4,965.9,24.9,5.4
20240526,15시,821.3,5673.96,922.9,21.8,3.8,879.4,27.8,3.7
20240526,16시,679.49,6353.45,779.1,20.7,3.6,739.9,27.2,1.9
20240526,17시,483.5,6836.95,587,19.5,4.1,559.5,26.2,2.6
20240526,18시,252.27,7089.22,371.2,18.6,4.3,354.5,25,3.2
20240526,19시,26.58,7115.8,157.2,17.7,1.1,148.5,22.6,3
20240526,20시,0,7115.8,13.5,17.2,0.5,13.4,20.6,2.9
20240526,21시,0,7115.8,0,16.4,0.1,0,20.2,0.1
20240526,22시,0,7115.8,0,16.3,0.1,0,19.6,1.7
20240526,23시,0,7115.8,0,17,0.9,0,19.1,2.1
20240527,0시,0,0,0,16.4,0.7,0,18.5,1.6
20240527,1시,0,0,0,16.4,2,0,17.9,2.9
20240527,2시,0,0,0,15.9,0.9,0,17.3,2.2
20240527,3시,0,0,0,14.7,0.4,0,15.9,0.4
20240527,4시,0,0,0,14.4,1.4,0,15.9,1.4
20240527,5시,0,0,0,14.3,1.1,0,15.8,1.5
20240527,6시,0,0,8.3,15.2,0.7,9,15.9,1.2
20240527,7시,15.94,15.94,124.4,17.8,0.7,125.5,17.5,1.6
20240527,8시,213.33,229.27,320.2,19.3,0.7,312.5,19.9,4.7
20240527,9시,423.59,652.86,521,20.9,1.9,489.5,21.8,4.2
20240527,10시,614.29,1267.15,711.1,21.7,1.8,709.7,23.3,4.7
20240527,11시,757.14,2024.29,858.9,22.5,2,858.2,25.1,5.3
20240527,12시,843.25,2867.54,953.2,22.9,1.7,938.7,25.8,5
20240527,13시,890.4,3757.94,989.4,22.8,3.9,969.7,26.6,6.2
20240527,14시,866,4623.94,965.9,24.9,5.4,859.7,24.6,7
20240527,15시,763.23,5387.17,879.4,27.8,3.7,610.1,23.7,5.6
20240527,16시,622.95,6010.12,739.9,27.2,1.9,344.3,22.9,5
20240527,17시,445.71,6455.83,559.5,26.2,2.6,127,22.1,5.8
20240527,18시,234.02,6689.85,354.5,25,3.2,79.4,21.1,4.4
20240527,19시,25.34,6715.19,148.5,22.6,3,41.8,19.8,5
20240527,20시,0,6715.19,13.4,20.6,2.9,4.3,20,3.9
20240527,21시,0,6715.19,0,20.2,0.1,0,20.7,1
20240527,22시,0,6715.19,0,19.6,1.7,0,20.7,1
20240527,23시,0,6715.19,0,19.1,2.1,0,20.9,1.6
20240528,0시,0,0,0,18.5,1.6,0,19.3,2.2
20240528,1시,0,0,0,17.9,2.9,0,18.2,2.6
20240528,2시,0,0,0,17.3,2.2,0,18.3,4.1
20240528,3시,0,0,0,15.9,0.4,0,18,4.3
20240528,4시,0,0,0,15.9,1.4,0,17.6,3.9
20240528,5시,0,0,0,15.8,1.5,0,17.6,3.4
20240528,6시,0,0,9,15.9,1.2,8.9,16.8,3.6
20240528,7시,15.87,15.87,125.5,17.5,1.6,119.7,17.1,4.3
20240528,8시,207.83,223.7,312.5,19.9,4.7,317.4,17.9,6
20240528,9시,399.01,622.71,489.5,21.8,4.2,517.3,18.9,4.6
20240528,10시,615.23,1237.94,709.7,23.3,4.7,696.6,20.3,4.7
20240528,11시,760.36,1998.3,858.2,25.1,5.3,829.8,20.5,5.7
20240528,12시,837.35,2835.65,938.7,25.8,5,847,20.9,6.2
20240528,13시,870.11,3705.76,969.7,26.6,6.2,991.9,21.2,6.4
20240528,14시,785,4490.76,859.7,24.6,7,937.1,21,6.5
20240528,15시,558.24,5049,610.1,23.7,5.6,759,21.5,4.9
20240528,16시,310.18,5359.18,344.3,22.9,5,572.4,20.7,4.8
20240528,17시,107.04,5466.22,127,22.1,5.8,449.2,19.8,4.8
20240528,18시,53.64,5519.86,79.4,21.1,4.4,242.5,19.1,4.6
20240528,19시,7.2,5527.06,41.8,19.8,5,41.6,18.6,3.7
20240528,20시,0,5527.06,4.3,20,3.9,8.1,17.4,3.6
20240528,21시,0,5527.06,0,20.7,1,0,16.9,2.2
20240528,22시,0,5527.06,0,20.7,1,0,16,1.6
20240528,23시,0,5527.06,0,20.9,1.6,0,15.5,2.9
20240529,0시,0,0,0,18.5,1.6,0,19.3,2.2
20240529,1시,0,0,0,17.9,2.9,0,18.2,2.6
20240529,2시,0,0,0,17.3,2.2,0,18.3,4.1
20240529,3시,0,0,0,15.9,0.4,0,18,4.3
20240529,4시,0,0,0,15.9,1.4,0,17.6,3.9
20240529,5시,0,0,0,15.8,1.5,0,17.6,3.4
20240529,6시,0,0,9,15.9,1.2,8.9,16.8,3.6
20240529,7시,15.87,15.87,125.5,17.5,1.6,119.7,17.1,4.3
20240529,8시,207.83,223.7,312.5,19.9,4.7,317.4,17.9,6
20240529,9시,399.01,622.71,489.5,21.8,4.2,517.3,18.9,4.6
20240529,10시,615.23,1237.94,709.7,23.3,4.7,696.6,20.3,4.7
20240529,11시,760.36,1998.3,858.2,25.1,5.3,829.8,20.5,5.7
20240529,12시,837.35,2835.65,938.7,25.8,5,847,20.9,6.2
20240529,13시,870.11,3705.76,969.7,26.6,6.2,991.9,21.2,6.4
20240529,14시,785,4490.76,859.7,24.6,7,937.1,21,6.5
20240529,15시,558.24,5049,610.1,23.7,5.6,759,21.5,4.9
20240529,16시,310.18,5359.18,344.3,22.9,5,572.4,20.7,4.8
20240529,17시,107.04,5466.22,127,22.1,5.8,449.2,19.8,4.8
20240529,18시,53.64,5519.86,79.4,21.1,4.4,242.5,19.1,4.6
20240529,19시,7.2,5527.06,41.8,19.8,5,41.6,18.6,3.7
20240529,20시,0,5527.06,4.3,20,3.9,8.1,17.4,3.6
20240529,21시,0,5527.06,0,20.7,1,0,16.9,2.2
20240529,22시,0,5527.06,0,20.7,1,0,16,1.6
20240529,23시,0,5527.06,0,20.9,1.6,0,15.5,2.9
20240530,0시,0,0,0,15.2,2.4,0,15.9,0.4
20240530,1시,0,0,0,15,2,0,15.9,1.2
20240530,2시,0,0,0,14.9,2.4,0,15.4,1.1
20240530,3시,0,0,0,13.2,1.8,0,14.1,0.9
20240530,4시,0,0,0,13,1.9,0,12.6,0.7
20240530,5시,0,0,0,12.8,2,0,13.1,1.1
20240530,6시,0,0,8.9,14.4,2.5,9.8,14,1.3
20240530,7시,13.8,13.8,112.5,16.3,2.9,132.2,16.4,1.3
20240530,8시,222.5,236.3,337.4,18.6,3,333.4,18.8,2.1
20240530,9시,450.73,687.03,551.5,18.9,4.5,542.4,20.3,1.1
20240530,10시,645.26,1332.29,741.7,20.1,3.8,734.6,22.9,0.9
20240530,11시,798.42,2130.71,892.7,20.9,4.8,889.1,24.4,0.6
20240530,12시,898.48,3029.19,992,21.4,5.6,985.9,25.3,3
20240530,13시,939.84,3969.03,1024,20.5,6.8,1013.4,23.7,3.2
20240530,14시,908.24,4877.27,994.3,20.5,6.5,981.4,22.9,3.7
20240530,15시,818.16,5695.43,913.6,21.6,5.8,895.3,24.2,3.3
20240530,16시,670.39,6365.82,771.7,21.7,5.2,761.3,24.3,4
20240530,17시,476.72,6842.54,584.4,21.1,6,578.7,22.8,3.5
20240530,18시,248.57,7091.11,371,20.2,5.5,368.6,21.5,2
20240530,19시,28.21,7119.32,160.5,19.7,4.3,160,20.2,1.2
20240530,20시,0,7119.32,16,18.4,3,16.2,19.4,1.3
20240530,21시,0,7119.32,0,17.8,2.1,0,19.1,0.9
20240530,22시,0,7119.32,0,17,1.8,0,18.1,0.8
20240530,23시,0,7119.32,0,16.8,1.7,0,17.7,1.8
20240531,0시,0,0,0,15.9,0.4,0,17.6,1.3
20240531,1시,0,0,0,15.9,1.2,0,17.1,0.2
20240531,2시,0,0,0,15.4,1.1,0,16.1,0.3
20240531,3시,0,0,0,14.1,0.9,0,14.8,0.3
20240531,4시,0,0,0,12.6,0.7,0,14.8,0.9
20240531,5시,0,0,0,13.1,1.1,0,16.3,1.4
20240531,6시,0,0,9.8,14,1.3,6.1,17.2,2
20240531,7시,15.95,15.95,132.2,16.4,1.3,49.6,18.1,0.8
20240531,8시,218.97,234.92,333.4,18.8,2.1,193.3,20,1.6
20240531,9시,435.49,670.41,542.4,20.3,1.1,233.1,20.6,0.9
20240531,10시,621.88,1292.29,734.6,22.9,0.9,340.5,22.2,1.9
20240531,11시,762.04,2054.33,889.1,24.4,0.6,586.4,23.4,2.8
20240531,12시,862.26,2916.59,985.9,25.3,3,619.6,24.1,2.8
20240531,13시,896.33,3812.92,1013.4,23.7,3.2,587.7,23.8,3.3
20240531,14시,872.73,4685.65,981.4,22.9,3.7,421.9,22,4
20240531,15시,781.82,5467.47,895.3,24.2,3.3,326.9,25.3,2.8
20240531,16시,650.22,6117.69,761.3,24.3,4,214.6,22.4,2.1
20240531,17시,464.62,6582.31,578.7,22.8,3.5,90.3,21,2.7
20240531,18시,243.86,6826.17,368.6,21.5,2,57.5,20.5,1.6
20240531,19시,28.43,6854.6,160,20.2,1.2,23.8,20,1.3
20240531,20시,0,6854.6,16.2,19.4,1.3,1.4,19.3,1.3
20240531,21시,0,6854.6,0,19.1,0.9,0,19.5,2.2
20240531,22시,0,6854.6,0,18.1,0.8,0,18.9,1.8
20240531,23시,0,6854.6,0,17.7,1.8,0,18.4,1.1
20240601,0시,0,0,0,17.6,1.3,0,18.3,0.9
20240601,1시,0,0,0,17.1,0.2,0,17.8,0.2
20240601,2시,0,0,0,16.1,0.3,0,17.9,0.6
20240601,3시,0,0,0,14.8,0.3,0,17.3,1.6
20240601,4시,0,0,0,14.8,0.9,0,17,0.7
20240601,5시,0,0,0,16.3,1.4,0,16.5,1
20240601,6시,0,0,6.1,17.2,2,8.1,15.7,1.2
20240601,7시,5.88,5.88,49.6,18.1,0.8,104.4,17.5,0.4
20240601,8시,126.44,132.32,193.3,20,1.6,268.1,19.3,2
20240601,9시,192.4,324.72,233.1,20.6,0.9,504,19.9,1.9
20240601,10시,302.93,627.65,340.5,22.2,1.9,713.8,20.9,2.5
20240601,11시,529.04,1156.69,586.4,23.4,2.8,863.5,21.6,2.8
20240601,12시,566.77,1723.46,619.6,24.1,2.8,974.1,21.6,3.7
20240601,13시,544.87,2268.33,587.7,23.8,3.3,1011.8,21.7,3.8
20240601,14시,399.72,2668.05,421.9,22,4,988.2,21.4,4.5
20240601,15시,301.38,2969.43,326.9,25.3,2.8,902.5,22.8,4.3
20240601,16시,194.04,3163.47,214.6,22.4,2.1,763.2,22.9,3.9
20240601,17시,75.49,3238.96,90.3,21,2.7,582.1,22.2,3
20240601,18시,38.48,3277.44,57.5,20.5,1.6,372.5,21,3.2
20240601,19시,4.28,3281.72,23.8,20,1.3,163.4,19.6,3.6
20240601,20시,0,3281.72,1.4,19.3,1.3,17.4,18.8,2.8
20240601,21시,0,3281.72,0,19.5,2.2,0,18.4,1.9
20240601,22시,0,3281.72,0,18.9,1.8,0,17.7,1.5
20240601,23시,0,3281.72,0,18.4,1.1,0,17.4,2.3
20240602,0시,0,0,0,18.3,0.9,0,17.3,2.5
20240602,1시,0,0,0,17.8,0.2,0,17.3,2.3
20240602,2시,0,0,0,17.9,0.6,0,17.7,2
20240602,3시,0,0,0,17.3,1.6,0,17.3,1.4
20240602,4시,0,0,0,17,0.7,0,17.2,1.4
20240602,5시,0,0,0,16.5,1,0,17.4,1.4
20240602,6시,0,0,8.1,15.7,1.2,1.6,17.6,2.6
20240602,7시,12.13,12.13,104.4,17.5,0.4,61.5,18.1,5
20240602,8시,174.68,186.81,268.1,19.3,2,210.1,18.4,4.8
20240602,9시,405.96,592.77,504,19.9,1.9,429.5,19.3,4.4
20240602,10시,613.67,1206.44,713.8,20.9,2.5,486.4,19.6,4.9
20240602,11시,760.43,1966.87,863.5,21.6,2.8,744.3,19.9,4.8
20240602,12시,868.97,2835.84,974.1,21.6,3.7,914.1,20.4,4.8
20240602,13시,904.84,3740.68,1011.8,21.7,3.8,975.9,20.4,5.2
20240602,14시,885.97,4626.65,988.2,21.4,4.5,960,19.9,5.9
20240602,15시,795.06,5421.71,902.5,22.8,4.3,907,21.2,4.9
20240602,16시,653.24,6074.95,763.2,22.9,3.9,773,21.6,5.1
20240602,17시,466.07,6541.02,582.1,22.2,3,590.9,20.8,5.8
20240602,18시,246.39,6787.41,372.5,21,3.2,381.4,20.1,6
20240602,19시,29.7,6817.11,163.4,19.6,3.6,170.6,19.6,4.9
20240602,20시,0,6817.11,17.4,18.8,2.8,18.9,18.7,4.2
20240602,21시,0,6817.11,0,18.4,1.9,0,18.3,2.6
20240602,22시,0,6817.11,0,17.7,1.5,0,17.3,1.9
20240602,23시,0,6817.11,0,17.4,2.3,0,17.1,2.5
20240603,0시,0,0,0,17.3,2.5,0,17.3,2.7
20240603,1시,0,0,0,17.3,2.3,0,17.3,3
20240603,2시,0,0,0,17.7,2,0,15.9,2.1
20240603,3시,0,0,0,17.3,1.4,0,15.3,2.3
20240603,4시,0,0,0,17.2,1.4,0,14.5,1.8
20240603,5시,0,0,0,17.4,1.4,0,14.2,2.6
20240603,6시,0,0,1.6,17.6,2.6,10.5,14.4,2.6
20240603,7시,7,7,61.5,18.1,5,128.1,16.2,1.9
20240603,8시,136.37,143.37,210.1,18.4,4.8,323.1,18.6,1.3
20240603,9시,350.62,493.99,429.5,19.3,4.4,530.1,20.2,0.6
20240603,10시,432.77,926.76,486.4,19.6,4.9,716.9,21.8,2.2
20240603,11시,674.55,1601.31,744.3,19.9,4.8,858.6,22,2.5
20240603,12시,829.76,2431.07,914.1,20.4,4.8,942.3,22.4,3.2
20240603,13시,887.75,3318.82,975.9,20.4,5.2,983.8,22.3,3.7
20240603,14시,875.02,4193.84,960,19.9,5.9,967.5,22.2,3.7
20240603,15시,806.15,4999.99,907,21.2,4.9,878.1,23.6,3.2
20240603,16시,667.55,5667.54,773,21.6,5.1,758.1,23.6,3
20240603,17시,478.8,6146.34,590.9,20.8,5.8,566.2,22.4,3.7
20240603,18시,253.65,6399.99,381.4,20.1,6,353.5,21.1,3.1
20240603,19시,31.37,6431.36,170.6,19.6,4.9,156.2,20,2.7
20240603,20시,0,6431.36,18.9,18.7,4.2,17.9,18.9,1.6
20240603,21시,0,6431.36,0,18.3,2.6,0,18,1.1
20240603,22시,0,6431.36,0,17.3,1.9,0,16.9,1.1
20240603,23시,0,6431.36,0,17.1,2.5,0,16.6,0.2
20240604,0시,0,0,0,17.3,2.5,0,17.3,2.7
20240604,1시,0,0,0,17.3,2.3,0,17.3,3
20240604,2시,0,0,0,17.7,2,0,15.9,2.1
20240604,3시,0,0,0,17.3,1.4,0,15.3,2.3
20240604,4시,0,0,0,17.2,1.4,0,14.5,1.8
20240604,5시,0,0,0,17.4,1.4,0,14.2,2.6
20240604,6시,0,0,1.6,17.6,2.6,10.5,14.4,2.6
20240604,7시,7,7,61.5,18.1,5,128.1,16.2,1.9
20240604,8시,136.37,143.37,210.1,18.4,4.8,323.1,18.6,1.3
20240604,9시,350.62,493.99,429.5,19.3,4.4,530.1,20.2,0.6
20240604,10시,432.77,926.76,486.4,19.6,4.9,716.9,21.8,2.2
20240604,11시,751.99,2007.57,858.6,22,2.5,882.1,23.6,2.6
20240604,12시,836.25,2843.82,942.3,22.4,3.2,979.5,24.3,2.7
20240604,13시,877.75,3721.57,983.8,22.3,3.7,1018.9,23.7,3.3
20240604,14시,860.14,4581.71,967.5,22.2,3.7,992.6,23.6,3.8
20240604,15시,766.34,5348.05,878.1,23.6,3.2,914.6,25.6,4
20240604,16시,643.25,5991.3,758.1,23.6,3,772.4,24.3,4.1
20240604,17시,453.21,6444.51,566.2,22.4,3.7,590,23.3,2.6
20240604,18시,233.18,6677.69,353.5,21.1,3.1,379.8,22.2,3.4
20240604,19시,29.07,6706.76,156.2,20,2.7,166.9,20.5,2.7
20240604,20시,0,6706.76,17.9,18.9,1.6,18.3,19.6,1.5
20240604,21시,0,6706.76,0,18,1.1,0,19.3,0.9
20240604,22시,0,6706.76,0,16.9,1.1,0,18.6,1
20240604,23시,0,6706.76,0,16.6,0.2,0,17.8,0.8
20240605,0시,0,0,0,17.3,2.7,0,15.4,0
20240605,1시,0,0,0,17.3,3,0,15.3,0.2
20240605,2시,0,0,0,15.9,2.1,0,15.4,0.9
20240605,3시,0,0,0,15.3,2.3,0,14.4,1.1
20240605,4시,0,0,0,14.5,1.8,0,14.2,1.3
20240605,5시,0,0,0,14.2,2.6,0,13.2,0.9
20240605,6시,0,0,10.5,14.4,2.6,10.8,14.9,0.2
20240605,7시,14.26,14.26,128.1,16.2,1.9,136.1,17.2,1.3
20240605,8시,217.23,232.02,338,19.7,2.3,328.1,19,1.2
20240605,9시,428.96,660.98,546,22.1,0.4,501.7,20.4,1.6
20240605,10시,614.3,1275.28,734.2,23.9,1.1,680.6,21.9,2.1
20240605,11시,764.51,2039.79,882.1,23.6,2.6,850.1,22.3,2.8
20240605,12시,854.12,2893.91,979.5,24.3,2.7,474.8,22.3,2.8
20240605,13시,895.88,3789.79,1018.9,23.7,3.3,1007.1,23.3,3.5
20240605,14시,874.14,4663.93,992.6,23.6,3.8,966.2,22.7,3.7
20240605,15시,790.68,5454.61,914.6,25.6,4,478.7,23,4
20240605,16시,654.77,6109.38,772.4,24.3,4.1,664.6,24.1,4.4
20240605,17시,467.12,6576.5,590,23.3,2.6,564.1,23.1,4.5
20240605,18시,248.71,6825.21,379.8,22.2,3.4,227.5,21.4,2.3
20240605,19시,31.44,6856.65,166.9,20.5,2.7,98.7,20.8,1.9
20240605,20시,0,6856.65,18.3,19.6,1.5,16,20,2.1
20240605,21시,0,6856.65,0,19.3,0.9,0,19.5,1
20240605,22시,0,6856.65,0,18.6,1,0,18.4,0.7
20240605,23시,0,6856.65,0,17.8,0.8,0,17.7,1.1
20240606,0시,0,0,0,17.2,1.1,0,17,1.1
20240606,1시,0,0,0,17.6,1.1,0,16.6,1
20240606,2시,0,0,0,17.1,1.1,0,16.4,1.3
20240606,3시,0,0,0,16,0.6,0,15.7,1.5
20240606,4시,0,0,0,15.1,0.7,0,16.2,1.5
20240606,5시,0,0,0,14.6,1.2,0,16.1,1.4
20240606,6시,0,0,10.5,15.2,1.7,9.4,16.5,1.9
20240606,7시,13.99,13.99,132,17.8,0.5,110.9,18.4,0.6
20240606,8시,210.56,224.55,328.1,19,1.2,282.5,19.5,0.5
20240606,9시,399.56,624.11,501.7,20.4,1.6,434.6,21.5,0.8
20240606,10시,579.88,1203.99,680.6,21.9,2.1,597.3,23.5,1.7
